SST,Salinity,Chlorophyll,Coral_Health
25.530527,35.105732,1.3768644,0.8527506
25.280598,35.171658,1.4291707,0.7595972
26.331055,34.433582,1.3030314,1.0
25.37064,34.902855,1.4075143,0.7585112
26.347511,35.42244,1.5330367,0.4011998
26.100264,34.335285,1.6340646,0.32054558
25.527533,35.17021,1.9475291,0.7769965
28.156605,35.436142,1.1079406,0.915977
25.72005,35.02056,1.3190031,0.770914
24.908028,34.684605,1.888459,0.28703576
26.90414,35.50867,2.11742,0.54940635
27.687685,35.300156,2.351789,0.40298772
25.58736,35.04028,1.21764,0.1894252
27.401041,35.427647,1.845207,0.5440181
24.025076,35.03676,1.329758,0.88719606
25.486965,35.16248,1.3385834,0.6808994
27.272326,34.660767,1.2109238,0.60070086
26.468843,35.11752,1.0116756,0.9276238
25.120274,35.12146,1.1171161,0.64657646
26.969803,35.458813,0.825316,0.5605052
24.705463,35.56092,1.1837635,0.77442163
25.334522,34.910122,1.2574319,0.6462854
25.520477,34.629044,1.1241173,0.6586679
25.76427,34.956066,1.4538394,0.46194386
25.778208,34.921963,1.205165,0.44574293
23.879032,34.98068,1.1307595,0.65114564
25.776943,34.480186,1.6015939,0.84949136
26.042233,35.045113,1.0220456,0.7192435
25.500492,35.02297,1.8783995,0.52294266
25.834152,34.945335,1.0761186,0.83249366
24.041578,34.76787,1.2162834,0.84004897
25.024557,35.208176,1.7477298,0.334985
24.218594,35.12001,2.153612,0.50703937
28.091478,35.128914,1.6949164,0.3534311
23.03114,35.300846,1.2142433,0.55774814
25.881489,34.76908,1.1883757,0.7023066
27.346655,34.534027,1.5068336,0.29052222
26.224781,35.111084,1.7860125,0.7105218
26.106771,34.93593,1.3605492,1.0
26.07535,34.732895,1.3172748,0.44418043
25.806234,34.9471,1.4801279,0.7151575
26.315247,34.98624,1.5183119,0.4812619
27.29814,34.65348,1.2756118,0.76289445
25.571095,35.408108,1.3576382,0.39918026
24.719194,34.726036,0.9980572,0.9477233
26.69016,35.49357,1.1353455,0.711282
23.938887,35.250385,1.2238265,0.8876177
24.961533,35.342525,1.404,0.976966
25.650114,34.684345,1.093937,0.87751025
24.763226,35.42386,1.0114669,0.7943311
23.466944,35.136284,1.072156,0.7985288
25.073809,34.86882,1.0690091,0.7399962
23.024294,35.16273,1.2001075,1.0
25.48295,35.001167,1.5819366,0.77722883
23.84563,35.60101,1.9222854,1.0
24.896765,34.578335,1.4217396,0.65696245
25.810709,35.049015,1.409359,0.72933346
27.360455,34.856037,1.0558485,0.4229046
26.332806,35.19935,0.9594983,0.6389357
26.47869,35.580696,1.2157444,0.64974123
25.95041,34.78601,0.96540046,0.7051506
26.860493,35.05107,0.8365087,1.0
27.366165,34.45514,1.2852991,0.46396273
25.26113,34.87279,1.2216918,0.61417484
26.30952,34.986553,1.2369939,0.87437737
26.684198,34.80032,1.0727167,1.0
26.332432,35.00022,1.1653281,0.7264279
27.267574,34.880596,1.4028141,0.5009254
26.70053,35.061565,2.0064974,0.6357256
28.515896,34.96105,1.8426591,0.4884318
25.717491,34.61676,1.4028316,0.67315
26.47022,35.076958,1.403014,0.7609283
26.527021,34.841724,1.2072142,0.6673496
23.687859,35.46709,1.2591357,0.6149307
26.491632,34.787292,1.4421443,0.7218876
25.443619,35.088005,1.3395932,0.7247412
25.950987,34.467323,1.6628755,0.52971524
25.04722,34.37559,1.1479474,0.7101905
26.250189,34.907993,1.1628807,0.7588749
27.250294,34.692383,1.0931867,0.46061096
26.659307,34.89046,1.6485684,0.46474853
26.4853,35.365868,1.6065886,0.93572336
25.589434,35.630367,1.5434608,1.0
26.054674,35.069862,1.5437618,0.68802476
26.339191,34.819927,1.7782787,0.48458058
27.13828,34.507248,1.429051,0.65163696
25.525454,35.154636,1.2029597,0.5977555
24.994284,35.534916,1.089808,0.62364554
26.101078,34.9663,1.3168591,0.63924325
25.769148,35.08868,1.3247117,0.37764946
26.87602,34.736256,1.2235885,0.6272031
26.3627,35.60744,1.0676916,1.0
23.495779,34.865826,1.1876433,0.63190264
27.60029,35.16454,2.5135527,0.9457564
25.860123,34.999466,1.1937091,0.25601923
27.534233,34.875732,0.9929511,1.0
24.87654,35.00691,1.1838259,0.7311662
26.233889,35.033024,1.4657619,0.5010527
27.166039,34.545246,1.783897,0.51612735
27.02997,35.1629,1.4974039,0.6838597
26.568382,35.295937,0.98688513,0.5639222
26.245663,35.380802,1.662702,1.0
25.984629,35.26544,1.0656905,0.74777824
24.448036,35.222275,1.596737,0.725379
28.952578,34.941967,0.9685441,0.80713123
25.978771,35.197598,1.044395,0.79711854
27.32829,34.65962,1.8172575,0.7686857
25.61088,35.54928,1.2680655,0.6994959
27.777046,34.961803,1.3430831,0.8696346
26.964893,34.76501,1.0456034,0.775382
27.094818,35.20166,1.4396799,0.82934636
24.806208,34.761295,1.1244236,0.8664536
29.097597,35.312485,1.0069388,0.59860015
26.193766,35.26882,1.5033939,1.0
25.403673,35.209206,1.2040126,0.5798941
25.067705,34.69678,1.6123935,0.6325517
25.773129,34.24543,1.0223284,0.70427626
26.319016,34.881626,1.6258274,1.0
26.045263,34.644924,1.2578458,0.62772024
25.82238,35.49832,1.1058549,0.865838
25.417261,34.976833,1.5068009,0.8598681
27.25515,35.060093,1.0052986,0.36022738
26.171494,34.683846,1.6405566,0.7483393
24.679209,34.58718,1.5733861,0.6152076
25.059162,35.313465,0.98475945,0.84053385
25.88811,35.145252,1.5338888,0.69745994
25.988344,35.197556,1.6416816,0.37737197
25.60457,35.398933,1.4861856,0.807133
26.255701,34.89943,1.3139368,0.50797224
27.077583,34.58614,1.0899096,0.8687347
25.28097,34.87383,1.898635,0.48681653
25.463976,34.702362,1.053035,0.30711025
26.126266,35.184578,1.7348332,0.77824324
24.270956,34.289364,1.5496095,1.0
27.464195,35.006584,1.4028752,0.621154
25.23067,34.99168,0.965094,0.7207366
26.68133,35.165142,1.3489305,1.0
25.659012,34.874084,1.340221,0.91948473
27.184568,34.966568,1.2548137,0.9812045
27.300243,34.906075,1.3383691,0.9067847
26.009298,34.682854,1.6301144,0.67447513
27.381603,34.707726,1.9587227,0.42425886
25.588911,34.544716,1.0799943,0.65801984
26.684261,35.083786,1.1917466,0.8594122
25.526268,35.79034,1.4806579,0.6531832
26.344208,34.931404,1.4567572,0.6980702
24.558464,35.414974,1.3911608,0.6704241
26.124313,34.899002,1.3735074,0.39254606
26.76499,35.257057,1.3944273,0.8300264
27.810867,35.033997,1.7018449,0.555605
26.80928,35.04564,0.9847017,0.7863568
24.880054,35.01197,1.071102,0.44346032
27.425278,35.02108,1.2371264,0.47526857
27.517366,34.82703,1.186678,0.73430616
26.323248,35.486664,1.1105268,0.76087606
26.533512,35.050476,0.97232145,0.50039756
25.854105,34.51004,2.44769,0.8988949
24.939444,35.232346,1.1810955,0.9836718
24.36935,35.3883,1.4526187,0.6978268
25.832521,34.88929,1.3490855,0.33909014
25.891949,35.125202,1.8018546,0.73944485
28.152308,35.67109,1.7640243,0.38906637
26.438255,34.869717,1.1127721,0.7812763
25.01883,35.240437,1.0300255,1.0
28.01891,35.846622,1.130338,0.8454716
25.926855,35.197838,1.4443094,0.7932042
24.26387,35.118565,1.0876105,0.81115246
23.708344,35.16362,1.085962,0.46536446
26.748587,34.832035,1.6039922,0.8698931
24.494944,35.38895,1.3309767,0.60680455
28.242409,34.9452,1.644492,0.76250315
27.445713,34.786777,1.585866,0.81127435
25.744696,34.95086,1.8103817,0.77733207
25.100012,34.55902,1.2366261,0.7365513
26.630827,34.804085,1.4578766,0.87600684
25.707506,34.834854,2.0975285,0.9984554
26.157057,34.646767,1.4769793,0.693981
23.968569,35.282955,0.97499925,0.83119893
25.260847,34.862022,1.323159,0.6318528
25.461195,35.516804,0.943854,0.91233385
26.58436,34.92433,1.7466948,0.62615305
26.773947,35.079567,1.43285,0.9023387
25.172771,35.067688,1.202047,0.72756165
25.887112,35.23621,1.4074215,0.5296457
23.344269,35.30943,1.5524282,0.6803118
27.229185,34.63376,1.1317004,0.50489736
25.814604,35.458572,1.3879516,0.92649484
25.975906,35.02398,2.0644884,0.7441345
26.906057,34.487095,1.8883487,0.51252854
25.646318,35.04819,1.0752062,0.7184113
26.418938,35.24123,1.178088,0.8734232
26.728275,34.367123,1.359338,0.82984334
25.681269,35.225945,1.4643431,0.12714434
26.752703,34.834427,1.4911792,0.76824075
24.757406,35.049583,1.1749591,0.34504667
23.466496,35.33399,1.5397769,1.0
28.016296,34.692078,1.0533587,0.86925215
26.492035,34.38094,1.2782227,0.26302567
27.161924,34.141445,1.5273172,0.9455145
25.765865,34.754944,1.3924497,0.83727956
27.126982,34.726112,1.402099,0.37324035
25.176653,35.453842,1.2507704,0.8044335
25.988575,35.115353,1.1880811,0.5112109
27.360535,35.043224,1.2590535,0.43627703
28.07708,35.665485,1.6786155,0.57037497
26.777412,34.755627,1.4870129,0.76028675
27.816437,35.005417,1.7983422,0.8264578
28.519014,34.939667,1.9594717,0.87754756
25.00129,34.913048,1.5387462,0.61844504
23.519922,35.159172,1.5052241,0.493085
25.752834,34.89918,0.9884767,0.92350817
25.339233,34.79299,1.6784549,0.7788974
26.197441,34.7559,1.2007949,0.83485246
25.847927,34.98909,1.7497783,0.737407
28.278708,35.075054,0.98112565,0.3675723
27.29803,34.88687,1.1439613,0.73531073
26.34018,35.349087,1.1363252,1.0
25.511219,35.0736,1.5710189,0.83549565
27.71525,35.62959,1.2612842,0.8382322
24.719025,35.049847,1.314258,0.48545378
27.007965,35.031326,1.4205533,1.0
27.24502,34.70565,1.4571139,1.0
25.913124,35.101154,1.5018046,0.72892
26.601908,34.943794,1.0948747,0.70953465
26.043116,34.558556,1.1754872,0.9145574
24.16765,35.207184,1.216517,0.46405023
26.843246,34.615845,0.9895833,0.3800194
24.43518,34.837265,1.5256844,0.7155699
25.246597,35.22181,1.875971,0.93802434
25.04207,34.4645,1.3620057,0.58267653
25.71979,34.801193,1.4595009,0.6908413
26.4278,34.843872,1.8169696,0.97557664
24.857191,34.902744,1.1011248,0.84073853
26.322062,35.26183,1.2478303,0.6940168
25.473656,34.3412,1.1259437,1.0
26.147463,34.64988,1.7255027,0.6051776
24.825102,34.78254,1.405615,0.27870467
26.39627,34.934177,1.694789,0.5763878
24.736277,35.01051,0.8537422,0.94259393
25.784643,34.631668,1.173266,0.39166424
27.604694,34.899467,1.18422,0.11087931
25.496843,35.039024,1.4197764,0.64976984
26.485413,35.00278,1.8361553,0.8671367
26.305418,35.131413,0.96282667,0.94137394
27.078438,34.64674,1.1677942,1.0
27.072006,35.229862,1.0879322,0.77970976
25.468847,34.708523,1.4174839,1.0
24.976454,34.71866,1.1932625,0.7455366
25.02321,34.728374,0.8740579,0.5378898
24.621092,35.43011,1.17872,0.8096245
25.552399,34.97799,1.4763492,0.69282037
25.317478,34.948856,1.4038473,0.6191469
24.231022,35.006958,1.2068032,0.14217056
25.68744,34.80031,1.3399998,0.60002655
26.564491,35.820705,1.7517669,0.6763451
26.294167,34.567158,1.1195724,0.88314116
27.508411,35.49715,1.3955901,0.60833985
27.39035,35.28841,1.0784497,0.95730036
24.850689,35.252625,1.2126106,0.3755685
26.319752,35.387455,1.913357,0.8426864
25.850805,34.969635,1.464008,0.23475285
26.068277,35.18447,1.4194235,0.4658934
26.657043,34.745712,1.3781563,0.57427603
25.620556,35.040905,1.5704955,0.60632396
26.345325,34.768986,1.1298858,0.6016844
24.300085,34.381416,1.399392,0.39912528
24.988358,35.182114,1.4277407,0.7961821
26.546488,34.811382,1.337947,0.7306436
25.61118,35.18621,1.4039693,0.2665788
26.27282,34.75867,1.4317656,0.9971402
24.168755,34.421738,1.121705,0.7396577
26.159887,34.99981,0.867218,1.0
25.476667,34.74958,1.5700927,0.6464573
25.4813,34.696537,1.409744,0.49331048
25.982935,35.014423,1.3644474,0.54276663
24.109016,35.120743,1.9363593,0.91673166
26.915087,34.832478,1.5856371,1.0
25.975185,34.553276,1.1255361,0.55746925
25.737183,34.857746,1.4352195,0.89062107
27.863125,34.63158,1.2342316,0.8207864
25.742504,35.24381,1.0040344,0.39649403
26.239008,35.414257,1.4915575,0.6488832
25.266256,35.022,1.4754009,0.77371866
25.599628,34.462418,1.3254181,0.65935266
26.640377,35.354675,1.6571779,0.5319108
28.110489,34.85212,1.3807836,0.8058833
25.939749,35.163345,1.7497243,1.0
24.899265,34.370567,1.1413715,0.38669804
26.451513,34.60736,1.1432537,0.32417688
26.156206,35.024384,1.2938744,0.71618074
27.1059,35.445198,1.780351,0.65422577
26.183176,34.390457,0.80828696,0.6579823
23.822577,35.62134,0.98415023,0.7662267
24.657455,34.91732,1.5436379,0.49828723
26.274366,34.655724,1.2613815,0.75357205
26.678932,35.482002,1.6398166,0.5919358
26.779608,35.045567,1.3329849,0.68994975
24.193413,35.035606,1.3975021,0.77607185
25.471527,35.37781,1.149675,0.6511297
24.61101,35.19531,0.96134216,0.67286885
25.833555,35.060886,1.220683,0.6153357
26.838247,35.40928,1.0786672,0.7708357
25.252407,35.01826,1.492422,0.7265296
24.6376,35.52884,1.1553231,0.87268424
26.227182,34.671104,1.7060566,0.7533774
26.070293,34.428352,1.172346,0.909801
27.153204,35.200527,0.9431949,0.63786936
26.0729,35.17598,2.3443172,0.511618
26.180815,34.766174,1.3223081,0.96563
25.898827,35.032475,1.1625463,0.5817979
26.573639,35.055298,1.0041963,0.37439027
26.087324,35.230522,1.550387,0.73228025
24.636385,34.38732,1.5138186,0.62612027
25.900782,35.31248,1.393229,0.5994647
26.777727,35.07003,1.5546356,0.92279315
27.68644,34.872932,1.1809312,0.9177518
27.252935,35.032215,1.3170775,0.57670856
26.118248,35.265347,0.92891556,0.74357045
26.526854,35.152683,1.1372585,0.75341684
27.06905,34.591347,1.7476517,0.2816358
25.482372,35.051086,1.0779922,0.8030123
27.329195,34.849476,1.2869151,0.5052947
25.025223,34.823986,1.5035045,0.53785825
27.611212,35.30531,1.2076628,0.7456933
26.06744,35.249634,1.6992244,0.87623286
27.34116,34.96493,1.0548227,0.28968704
25.096245,35.30243,1.105712,0.9075326
25.895182,34.76045,1.2887208,0.9931416
26.446404,34.928215,0.9045583,0.75534976
25.146616,34.877556,1.7706952,0.8157976
25.466656,34.5698,1.4296228,0.57010347
28.12831,34.92708,1.6739262,0.5822793
26.986448,35.10778,1.6073062,0.8001401
26.930843,35.016674,1.6932926,0.8099499
27.167238,34.938503,1.1414524,0.76421183
26.30447,34.66342,1.3158575,0.85269034
24.731094,34.951107,1.216358,0.8619027
26.436884,34.912975,1.2523571,0.6617601
26.346746,34.948753,1.2026731,0.56442994
26.00994,34.977837,1.0290146,0.74609685
24.797659,34.714016,1.3600317,0.8357483
25.172586,34.837704,0.9871718,0.37606215
28.10424,35.8602,1.1096203,0.3390304
24.733511,34.859478,1.7134973,0.6878482
26.215828,35.035458,1.0126516,0.7390736
26.410297,34.839508,1.3913232,0.8835721
25.15253,34.895744,2.065198,0.60644317
25.066898,35.113834,1.2531474,0.76425636
25.121746,34.66042,1.1071028,0.64733815
25.170357,34.959255,1.6681778,0.9215117
25.923517,34.699757,1.4969947,0.6434557
25.927929,35.420856,1.4731306,0.66743237
26.57912,34.966595,1.0208396,0.6376493
26.882698,34.987846,1.0353208,0.62011766
26.219751,34.67178,1.7234,0.84582496
25.760237,34.854504,1.2790408,0.3484622
26.905249,36.083385,1.2707657,0.5204994
26.129818,35.5145,1.2580873,0.58355194
26.59463,35.226337,1.8845378,1.0
27.006163,35.4065,1.1642194,0.8197333
26.54884,34.867428,1.2140077,0.68055254
26.259722,34.96712,1.1972519,0.43714568
26.874153,35.230934,1.4214051,0.9745571
24.165628,34.961082,1.0889742,0.4572687
27.00311,34.926804,1.5750493,0.838552
25.722841,34.707424,1.2826393,0.66295063
27.743298,34.875942,0.9747059,0.4929278
26.289127,35.1446,1.5803798,0.582056
25.890528,34.922863,1.1952578,0.50676167
26.83341,34.794285,1.1974088,1.0
25.27676,34.971714,2.100717,0.9713075
26.360147,35.27556,1.2144022,0.52885693
26.87205,35.290905,1.5009112,0.9296465
27.512955,34.886497,1.2855308,0.81383455
26.232098,34.72596,1.2332376,0.3732694
27.325802,34.46737,1.2405758,0.46655786
25.581415,34.83563,1.2427132,0.9887346
25.675928,34.40639,1.5018504,0.87328094
25.7918,35.646915,1.7309796,0.6529307
27.420238,34.882557,1.4511995,0.4608391
25.094738,35.29042,1.7261622,0.70918894
26.04658,34.722584,1.3771535,0.4266167
25.360874,35.25248,1.3680285,0.9113721
25.761492,35.23589,1.1863155,0.2355254
24.93663,35.499817,1.0461726,0.7896798
27.522915,34.629086,1.3145099,0.8505074
27.31133,34.382874,1.3836437,1.0
25.210491,34.56321,1.4675564,1.0
26.186043,35.23066,1.6225222,0.4969592
27.081392,34.972763,1.2014987,0.82118255
26.261623,34.695423,1.4343053,0.5739685
25.20301,35.06757,0.7443952,0.32570907
26.844328,35.238033,1.4370921,0.7305496
24.163937,35.1472,1.1132867,0.60476243
26.114464,34.931404,1.5960319,0.6199861
25.22328,35.28071,1.2488211,0.99064255
24.349735,35.056923,1.8489609,0.8834369
26.003754,34.91013,1.2283207,0.62113434
26.091064,35.14762,1.4616082,0.79240066
25.023394,35.19065,1.4308854,0.97824216
26.606817,34.454647,1.1007788,0.58948046
25.241413,35.03891,1.3853651,0.5193908
27.968122,34.81498,1.1269403,0.55627644
26.447056,34.79064,1.1527061,0.9043688
25.530499,35.12075,1.2000268,0.8516158
25.369131,34.9764,1.6468523,0.61631805
25.5565,35.317722,1.1407949,0.5187193
27.638731,35.760094,0.84344256,0.9630174
25.781599,34.760757,1.2849861,0.80873036
26.800241,34.21504,1.7462687,0.7115767
26.71616,35.25918,2.4533527,0.7050441
25.134,35.07957,1.471302,0.5644774
26.04882,34.649498,1.1117984,0.81027824
27.865564,35.738525,1.037564,0.8345203
25.01706,34.62146,1.2783144,0.3946941
24.216118,34.978794,1.3699026,0.8255491
27.38754,35.234478,1.367618,0.5022577
27.19987,35.117905,1.7477975,0.49358913
25.935585,34.81812,1.7572842,0.24156898
25.80083,34.869076,0.9675197,0.73403627
26.710295,34.9855,1.007445,0.41912833
26.599346,35.30887,1.3463464,0.6018733
23.933016,35.35151,1.3745353,0.9122767
25.097286,35.07823,1.199676,0.7630764
25.30207,35.07675,1.6222254,0.5244129
25.39582,34.91316,1.0159162,0.6260116
25.027542,35.041542,1.5755767,0.42391714
24.487486,34.68705,1.0780644,0.95751405
26.322212,34.600647,1.5531968,0.44439787
26.611582,35.454494,1.2661769,0.6295776
27.655651,35.09085,1.1972151,0.31169847
26.842663,35.058075,1.2058927,0.36957768
26.082678,34.478725,1.7119251,0.8143057
26.087635,34.572796,1.3016746,0.36290878
24.866625,34.677197,1.2106979,0.6798044
27.23337,35.340096,1.2370088,0.712273
27.002205,34.65331,2.0887005,0.6518766
25.365936,35.237736,1.6120585,0.5476397
26.404737,34.921314,1.1809888,0.50760996
25.935707,35.561195,1.1735841,0.5263743
27.050508,35.515625,1.2668481,0.7989621
24.968107,35.53856,0.9303095,0.6308964
26.620913,34.865402,1.0277957,0.5358658
27.029564,35.138943,1.4462415,0.9537571
26.858185,34.747807,1.3148758,0.50902224
25.736734,35.098446,1.245867,1.0
25.28099,35.582943,1.0300043,0.95239866
25.895113,34.794724,1.3228678,0.8397874
27.756498,34.624916,1.2507279,1.0
25.609072,35.366325,1.3178127,0.9357337
26.68452,35.0178,1.1784163,0.74264705
26.272581,34.895386,1.2909125,0.77982813
25.968517,35.360435,1.2430251,0.5542933
26.448961,35.374023,1.3050445,0.5924573
24.705858,34.939316,1.2717139,1.0
23.36559,34.672783,1.2519475,0.803005
24.032103,35.2237,1.3329592,0.6084038
25.994053,34.897633,1.5013411,0.7230147
26.637842,34.224438,1.3649281,0.7620983
25.47164,35.078167,1.3062159,0.77929014
25.171877,34.83489,1.3705815,0.79847944
26.489407,35.186966,1.1903051,0.6389675
25.662706,35.29381,1.527113,0.70045716
25.13604,35.454052,2.193748,0.7251382
27.48132,34.962395,2.1003442,0.4196888
25.257418,35.19343,1.8096917,0.9017815
23.405132,34.75002,1.7568437,0.89493644
26.4988,35.261234,1.2902273,0.6497722
24.294209,34.738922,1.4060203,0.8811339
27.538162,35.171463,1.0396655,0.5532186
26.687277,35.62487,1.0754149,0.80801433
26.632946,35.21105,1.3664283,0.5945201
25.721748,35.15459,2.157447,0.7394111
26.89413,34.538586,1.1517596,1.0
26.63248,35.22096,1.0525,0.33651134
26.127598,34.56686,1.6189804,0.97072536
26.238756,34.94331,1.5053978,0.67322123
25.631079,35.27682,1.2437619,0.57790285
24.434267,35.341637,0.8587787,0.90298903
25.05305,34.938168,1.1907429,0.46407422
24.83901,34.742588,1.0364897,0.675196
25.334766,35.386375,1.674276,1.0
25.603708,34.810127,1.1097478,0.9447253
24.830612,34.915245,1.9673529,0.4193301
26.797213,35.09566,1.4839964,0.7188793
27.595398,35.099316,1.2671455,0.6066092
25.553726,34.97962,1.0452455,0.31815976
26.406015,35.068535,1.0675187,0.5783221
27.44147,35.43525,1.7908838,0.473761
27.235857,34.993763,1.390616,1.0
26.193924,35.465897,1.4265113,0.6618896
26.090822,35.323795,1.4376247,0.9587937
25.566486,34.235928,1.0174116,0.6696967
24.876066,34.789707,1.5317674,0.47167072
27.25172,34.747334,1.5397714,0.51357985
26.657703,34.922165,1.1414957,0.51728994
24.626844,35.13817,1.3954071,0.65068656
26.2615,35.22752,1.8308327,1.0
27.581673,35.25295,1.5545685,0.5946263
26.112888,34.52841,1.3391027,0.3638965
27.17441,34.93302,1.2175894,0.8373007
25.824656,35.31761,1.2304564,1.0
25.236776,35.139145,1.0973821,1.0
25.806015,34.37306,1.163324,0.87285066
26.665741,34.96295,0.984489,0.43810904
26.777647,35.110596,1.3802588,1.0
25.513025,34.64267,1.2986755,0.5173728
26.163681,34.620735,0.94268984,1.0
26.052982,34.945354,1.4490229,0.3808544
26.07834,34.681683,1.584507,0.56183827
26.940466,34.65061,1.4427968,0.8647246
25.736174,35.15968,1.1030728,0.4910755
26.785704,35.000725,1.785213,0.4015216
26.264252,34.70526,1.1743213,0.73920566
25.654993,34.863556,1.3510877,0.62540025
25.572094,35.15581,1.217951,0.921275
27.186779,35.34633,1.5096161,0.7958464
25.024864,35.17893,1.5867771,0.67794085
25.456854,34.743706,1.1890062,0.6620281
27.260931,34.673847,1.09974,0.7342327
26.15937,35.338863,1.1307595,1.0
24.687834,35.64288,0.9506752,0.8639708
25.74896,34.887264,1.2828455,0.6695082
27.456438,35.09709,1.6317649,0.70680624
24.854544,35.11766,1.7196866,0.4948542
25.268984,34.62996,1.6872133,0.8907264
25.549768,34.671894,0.8615447,0.68229824
24.82533,35.22674,1.296613,0.70462203
25.462727,34.878574,1.3291575,1.0
25.920507,35.237473,1.3771392,0.47513562
26.286142,35.049595,1.3288653,0.6599219
27.508312,35.11999,1.1718107,0.758391
25.637026,35.32905,1.3414352,0.71453005
25.73866,34.97971,1.0974567,0.44169205
