station_id,latitude,longitude,time,coral_cover,bleaching_percentage,species_count
4,25.1771912172405,-80.7829958206962,2020-01-31,32.660766614288725,5.138550849548532,14
4,25.1771912172405,-80.7829958206962,2020-07-31,29.972145507110298,5.946995954235367,11
4,25.1771912172405,-80.7829958206962,2021-01-31,32.14130043688933,5.676369132114374,13
4,25.1771912172405,-80.7829958206962,2021-07-31,0.0,8.625218148002403,12
4,25.1771912172405,-80.7829958206962,2022-01-31,23.24532754972438,9.34556408312477,16
4,25.1771912172405,-80.7829958206962,2022-07-31,25.079832689195555,6.230425870055497,10
4,25.1771912172405,-80.7829958206962,2023-01-31,12.157671270445256,2.2168331937387964,24
4,25.1771912172405,-80.7829958206962,2023-07-31,19.521413751190543,0.18764252623738287,20
5,25.27756192621088,-81.47369574478022,2020-01-31,37.564688367602415,6.220765223446344,17
5,25.27756192621088,-81.47369574478022,2020-07-31,32.21804739207706,11.570314337374482,18
5,25.27756192621088,-81.47369574478022,2021-01-31,29.813866459169038,3.6961292713980436,22
5,25.27756192621088,-81.47369574478022,2021-07-31,25.804933206293413,7.506719865530679,11
5,25.27756192621088,-81.47369574478022,2022-01-31,20.36310274381856,6.34446020032078,11
5,25.27756192621088,-81.47369574478022,2022-07-31,47.16897446153403,2.1010173071039446,11
5,25.27756192621088,-81.47369574478022,2023-01-31,14.764045518407606,2.648919834736656,14
5,25.27756192621088,-81.47369574478022,2023-07-31,32.36156406987923,8.38546666516745,9
6,24.530140517763304,-81.68647360774418,2020-01-31,23.409841515066518,7.111172624206914,16
6,24.530140517763304,-81.68647360774418,2020-07-31,39.94757761507215,2.957975008373085,18
6,24.530140517763304,-81.68647360774418,2021-01-31,17.113314161832715,3.2003663030756577,15
6,24.530140517763304,-81.68647360774418,2021-07-31,34.36166165699483,5.210591685818871,17
6,24.530140517763304,-81.68647360774418,2022-01-31,31.062172639220027,0.0,13
6,24.530140517763304,-81.68647360774418,2022-07-31,35.17598595669597,5.582975204402809,14
6,24.530140517763304,-81.68647360774418,2023-01-31,33.13843098902035,7.030030607506605,14
6,24.530140517763304,-81.68647360774418,2023-07-31,21.20647894305378,8.971771022484592,8
7,24.65249021607879,-80.63122004315055,2020-01-31,18.436985678251823,1.1993378936030945,15
7,24.65249021607879,-80.63122004315055,2020-07-31,26.00478909821751,4.360268556404896,14
7,24.65249021607879,-80.63122004315055,2021-01-31,30.34928403604969,5.045010596426564,17
7,24.65249021607879,-80.63122004315055,2021-07-31,24.47040566859433,3.024009958367559,11
7,24.65249021607879,-80.63122004315055,2022-01-31,32.67797665287313,7.68494591702,7
7,24.65249021607879,-80.63122004315055,2022-07-31,22.770107813661866,0.0,13
7,24.65249021607879,-80.63122004315055,2023-01-31,17.685646885687476,3.203804932993787,15
7,24.65249021607879,-80.63122004315055,2023-07-31,15.450455337477088,6.740340118976917,16
8,25.229791738689254,-80.89849618289136,2020-01-31,24.159558527017424,7.005965483475078,22
8,25.229791738689254,-80.89849618289136,2020-07-31,38.83375804373441,2.564983209794819,17
8,25.229791738689254,-80.89849618289136,2021-01-31,38.821816420175395,9.609388745869582,15
8,25.229791738689254,-80.89849618289136,2021-07-31,32.64251269908206,8.081254091670697,12
8,25.229791738689254,-80.89849618289136,2022-01-31,18.743738424215977,3.4815767246848472,12
8,25.229791738689254,-80.89849618289136,2022-07-31,32.42314257451381,4.949184251283353,22
8,25.229791738689254,-80.89849618289136,2023-01-31,18.844992126206336,2.6596496551096225,10
8,25.229791738689254,-80.89849618289136,2023-07-31,42.30921802333042,2.6036985877098724,12
9,25.313055425812017,-81.86394565459287,2020-01-31,37.041972061427515,0.17345397665931372,17
9,25.313055425812017,-81.86394565459287,2020-07-31,24.474164918774477,2.5230781037685985,12
9,25.313055425812017,-81.86394565459287,2021-01-31,30.34752086794251,2.5772346952464806,9
9,25.313055425812017,-81.86394565459287,2021-07-31,22.016313671062182,10.114382472873757,12
9,25.313055425812017,-81.86394565459287,2022-01-31,21.241865952325917,7.572347088004737,12
9,25.313055425812017,-81.86394565459287,2022-07-31,36.986048486913035,5.795087348399067,14
9,25.313055425812017,-81.86394565459287,2023-01-31,28.638366836494974,5.145475416102045,13
9,25.313055425812017,-81.86394565459287,2023-07-31,23.770562613515857,3.392972850020748,14
10,24.736571527285786,-80.69963570837282,2020-01-31,33.09636615110418,10.322677173543738,18
10,24.736571527285786,-80.69963570837282,2020-07-31,25.19244314976317,1.9882305492712105,15
10,24.736571527285786,-80.69963570837282,2021-01-31,37.303178001295365,2.353099326244875,14
10,24.736571527285786,-80.69963570837282,2021-07-31,25.390990155317304,3.899732703049965,19
10,24.736571527285786,-80.69963570837282,2022-01-31,33.40816394333178,7.215010580094879,17
10,24.736571527285786,-80.69963570837282,2022-07-31,25.34829613476988,9.380029698980554,10
10,24.736571527285786,-80.69963570837282,2023-01-31,23.495155139527277,6.3978803606486405,11
10,24.736571527285786,-80.69963570837282,2023-07-31,22.361157433817706,3.400650029423261,21
11,24.72965304700608,-81.4766440900323,2020-01-31,21.366319781019364,0.0,15
11,24.72965304700608,-81.4766440900323,2020-07-31,32.520792896263664,6.966756820275952,13
11,24.72965304700608,-81.4766440900323,2021-01-31,24.72071396895644,5.010027358665716,22
11,24.72965304700608,-81.4766440900323,2021-07-31,40.08781600396799,7.15316620757066,19
11,24.72965304700608,-81.4766440900323,2022-01-31,21.564607608698296,5.223037266949469,19
11,24.72965304700608,-81.4766440900323,2022-07-31,34.93555083825458,2.687644861991892,13
11,24.72965304700608,-81.4766440900323,2023-01-31,14.355339955569232,4.309938865559631,24
11,24.72965304700608,-81.4766440900323,2023-07-31,36.12125352148851,5.296749228164117,14
12,24.588029439473164,-81.55258331418733,2020-01-31,23.948950764005808,6.956874345904668,13
12,24.588029439473164,-81.55258331418733,2020-07-31,53.597304097668726,9.684702755197069,17
12,24.588029439473164,-81.55258331418733,2021-01-31,34.58541753841714,6.15672810833322,14
12,24.588029439473164,-81.55258331418733,2021-07-31,27.778632132514016,5.383617486232723,23
12,24.588029439473164,-81.55258331418733,2022-01-31,8.966994502573606,6.5169929084580005,23
12,24.588029439473164,-81.55258331418733,2022-07-31,39.27312034526927,1.863399849891331,20
12,24.588029439473164,-81.55258331418733,2023-01-31,21.469886913903586,0.0,15
12,24.588029439473164,-81.55258331418733,2023-07-31,27.509802563371267,4.945201852499872,12
13,24.650293975597005,-81.06502964907042,2020-01-31,31.370082582079277,4.5004310165408326,11
13,24.650293975597005,-81.06502964907042,2020-07-31,9.79148009154681,0.0,17
13,24.650293975597005,-81.06502964907042,2021-01-31,27.676874780381702,3.304548643036254,14
13,24.650293975597005,-81.06502964907042,2021-07-31,33.672747809945996,4.317196310631544,5
13,24.650293975597005,-81.06502964907042,2022-01-31,26.364816852399404,0.37474713524864356,15
13,24.650293975597005,-81.06502964907042,2022-07-31,32.84615953465055,4.5072796037745135,14
13,24.650293975597005,-81.06502964907042,2023-01-31,42.86871921509803,5.650600283875999,21
13,24.650293975597005,-81.06502964907042,2023-07-31,23.758726525158192,4.012389622475112,17
14,24.508015891882245,-81.1471020458403,2020-01-31,33.35505441235129,8.293380055713854,20
14,24.508015891882245,-81.1471020458403,2020-07-31,22.527108757202182,7.96171897091145,15
14,24.508015891882245,-81.1471020458403,2021-01-31,37.28355513327014,11.98352372884358,18
14,24.508015891882245,-81.1471020458403,2021-07-31,24.54622045465054,5.470993972878763,21
14,24.508015891882245,-81.1471020458403,2022-01-31,29.041327326651338,9.222998403660876,19
14,24.508015891882245,-81.1471020458403,2022-07-31,16.9835329328061,9.196331975149526,18
14,24.508015891882245,-81.1471020458403,2023-01-31,21.356695375307932,6.855041771992008,18
14,24.508015891882245,-81.1471020458403,2023-07-31,38.45245465937128,3.197937727203505,19
15,25.089831239777894,-81.19261491825176,2020-01-31,20.76680946376336,1.8979914672245988,13
15,25.089831239777894,-81.19261491825176,2020-07-31,19.239071539864128,7.774364627459961,12
15,25.089831239777894,-81.19261491825176,2021-01-31,24.898330145937486,1.526490233830149,13
15,25.089831239777894,-81.19261491825176,2021-07-31,14.555725771794501,5.51049520331174,11
15,25.089831239777894,-81.19261491825176,2022-01-31,27.350840833185806,2.2928135460792665,14
15,25.089831239777894,-81.19261491825176,2022-07-31,22.78161802737599,4.846023518452572,22
15,25.089831239777894,-81.19261491825176,2023-01-31,42.16047225928888,8.6708697530675,7
15,25.089831239777894,-81.19261491825176,2023-07-31,26.18092639407525,5.915340899442965,16
16,25.40389134408943,-81.61768422489696,2020-01-31,21.240938453064643,6.776735649930034,13
16,25.40389134408943,-81.61768422489696,2020-07-31,23.093216949654245,7.722826268922778,13
16,25.40389134408943,-81.61768422489696,2021-01-31,13.337175578542006,6.987719423896936,12
16,25.40389134408943,-81.61768422489696,2021-07-31,40.99167562127842,4.408558006725045,13
16,25.40389134408943,-81.61768422489696,2022-01-31,17.772567739511963,3.1522670498568113,15
16,25.40389134408943,-81.61768422489696,2022-07-31,35.87118687927999,0.9577250976239196,8
16,25.40389134408943,-81.61768422489696,2023-01-31,36.68800835364239,0.0,13
16,25.40389134408943,-81.61768422489696,2023-07-31,27.900596537766063,2.8732456505519033,12
17,24.64957609953818,-80.56033937311567,2020-01-31,46.60137640513781,1.1403107671689892,16
17,24.64957609953818,-80.56033937311567,2020-07-31,33.22701636075664,1.2372304296182044,26
17,24.64957609953818,-80.56033937311567,2021-01-31,28.712123240961546,4.292811592142604,14
17,24.64957609953818,-80.56033937311567,2021-07-31,29.736192881246993,8.799253717512656,10
17,24.64957609953818,-80.56033937311567,2022-01-31,28.111701567739704,4.6590643771579785,18
17,24.64957609953818,-80.56033937311567,2022-07-31,39.02321751500951,7.3680043189445525,12
17,24.64957609953818,-80.56033937311567,2023-01-31,40.86669898843035,5.171989243813345,20
17,24.64957609953818,-80.56033937311567,2023-07-31,32.24189703828016,1.792406019314301,13
18,25.251443663441044,-80.5748186142557,2020-01-31,30.860266345989576,8.990383301903421,15
18,25.251443663441044,-80.5748186142557,2020-07-31,36.68478533794523,7.4490709511734,12
18,25.251443663441044,-80.5748186142557,2021-01-31,24.129480348774667,8.572613089878356,14
18,25.251443663441044,-80.5748186142557,2021-07-31,25.412305154742178,2.072986346263591,19
18,25.251443663441044,-80.5748186142557,2022-01-31,17.961815531917566,4.560901470506701,11
18,25.251443663441044,-80.5748186142557,2022-07-31,29.917490305995234,3.996241254296117,14
18,25.251443663441044,-80.5748186142557,2023-01-31,23.651636484502042,6.900511866912734,12
18,25.251443663441044,-80.5748186142557,2023-07-31,26.128636419832212,3.499234375448731,15
19,25.073658686322496,-81.99375671511625,2020-01-31,19.22561580969465,2.6696062321950476,19
19,25.073658686322496,-81.99375671511625,2020-07-31,34.84920946162238,5.601447928074336,12
19,25.073658686322496,-81.99375671511625,2021-01-31,28.710307735858816,0.0,6
19,25.073658686322496,-81.99375671511625,2021-07-31,13.471697792152689,12.253647734109453,20
19,25.073658686322496,-81.99375671511625,2022-01-31,18.376997407929856,4.061887124171561,18
19,25.073658686322496,-81.99375671511625,2022-07-31,21.73258854147346,8.303983434901092,22
19,25.073658686322496,-81.99375671511625,2023-01-31,33.998588843708745,8.177734501986556,18
19,25.073658686322496,-81.99375671511625,2023-07-31,11.374113467707364,5.129380286341058,12
